ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj
600031.SH,20250808,20.4,21.26,20.4,21.04,20.37,0.67,3.2892,1659938.0,3488219.022,hfq
600031.SH,20250811,21.03,21.11,20.9,21.0,21.04,-0.04,-0.1901,686485.87,1441087.35,hfq
600031.SH,20250812,20.99,21.03,20.81,20.84,21.0,-0.16,-0.7619,482115.9,1007268.265,hfq
600031.SH,20250813,20.84,21.01,20.76,20.83,20.84,-0.01,-0.048,652741.62,1360311.788,hfq
600031.SH,20250814,20.83,21.25,20.71,20.9,20.83,0.07,0.3361,697076.76,1466793.275,hfq
600031.SH,20250815,20.82,21.26,20.66,21.0,20.9,0.1,0.4785,725016.58,1528585.83,hfq
600031.SH,20250818,21.08,21.1,20.7,20.7,21.0,-0.3,-1.4286,943391.19,1966787.478,hfq
600031.SH,20250819,20.72,20.99,20.15,20.22,20.7,-0.48,-2.3188,948609.38,1939605.361,hfq
600031.SH,20250820,20.28,20.85,20.2,20.85,20.22,0.63,3.1157,780095.06,1601652.893,hfq
600031.SH,20250821,20.99,21.14,20.8,21.0,20.85,0.15,0.7194,653994.74,1370773.485,hfq
600031.SH,20250822,21.4,21.63,21.21,21.3,21.0,0.3,1.4286,965285.29,2063955.613,hfq
600031.SH,20250825,21.32,21.63,21.22,21.63,21.3,0.33,1.5493,962676.67,2062958.925,hfq
600031.SH,20250826,21.63,21.71,21.4,21.54,21.63,-0.09,-0.4161,583416.06,1259057.145,hfq
600031.SH,20250827,21.5,22.0,21.3,21.3,21.54,-0.24,-1.1142,908664.03,1967087.626,hfq
600031.SH,20250828,21.23,21.48,20.88,21.23,21.3,-0.07,-0.3286,805162.89,1708949.807,hfq
600031.SH,20250829,21.45,21.62,21.01,21.03,21.23,-0.2,-0.9421,993787.49,2107944.349,hfq
600031.SH,20250901,21.2,21.48,20.9,21.16,21.03,0.13,0.6182,993754.15,2100912.951,hfq
600031.SH,20250902,21.18,21.32,20.71,20.95,21.16,-0.21,-0.9924,654638.79,1372047.821,hfq
600031.SH,20250903,20.97,21.38,20.53,20.8,20.95,-0.15,-0.716,578501.05,1206290.331,hfq
600031.SH,20250904,20.66,20.7,20.0,20.27,20.8,-0.53,-2.5481,874029.49,1773667.965,hfq
600031.SH,20250905,20.31,20.85,20.21,20.67,20.27,0.4,1.9734,644124.98,1330103.072,hfq
600031.SH,20250908,20.68,21.0,20.41,20.92,20.67,0.25,1.2095,763067.59,1582980.112,hfq
600031.SH,20250909,20.88,21.45,20.77,21.28,20.92,0.36,1.7208,852322.01,1813252.458,hfq
600031.SH,20250910,21.36,21.39,21.06,21.15,21.28,-0.13,-0.6109,397835.15,842063.304,hfq
600031.SH,20250911,21.06,21.21,20.87,21.21,21.15,0.06,0.2837,508087.78,1069267.937,hfq
600031.SH,20250912,21.33,21.44,21.06,21.12,21.21,-0.09,-0.4243,599220.82,1275259.456,hfq
600031.SH,20250915,21.1301,21.2101,20.5501,20.6601,21.1201,-0.4599,-2.178,703655.6,1466813.138,hfq
600031.SH,20250916,20.7001,20.8401,20.5101,20.6501,20.6601,-0.01,-0.0484,369599.85,763653.77,hfq
600031.SH,20250917,20.56,21.07,20.53,20.97,20.65,0.3199,1.5496,515529.59,1076089.736,hfq
600031.SH,20250918,21.03,21.17,20.66,20.79,20.97,-0.18,-0.8584,575689.21,1206698.608,hfq
600031.SH,20250919,20.75,21.94,20.72,21.89,20.79,1.1,5.291,1450108.19,3141875.455,hfq
600031.SH,20250922,21.9,21.92,21.36,21.58,21.89,-0.31,-1.4162,646688.77,1393441.444,hfq
600031.SH,20250923,21.7,21.78,21.2,21.63,21.58,0.05,0.2317,515734.51,1105522.086,hfq
600031.SH,20250924,21.55,22.35,21.4,22.25,21.63,0.62,2.8664,967410.68,2133280.111,hfq
600031.SH,20250925,22.25,22.44,21.94,22.15,22.25,-0.1,-0.4494,575380.72,1273607.034,hfq
600031.SH,20250926,22.0,22.62,21.96,22.28,22.15,0.13,0.5869,693027.99,1552203.722,hfq
600031.SH,20250929,22.35,23.03,22.0,22.97,22.28,0.69,3.0969,1109941.02,2521350.414,hfq
600031.SH,20250930,22.98,23.48,22.8,23.24,22.97,0.27,1.1754,827762.96,1914588.064,hfq
600031.SH,20251009,23.01,23.29,22.5,23.24,23.24,0.0,0.0,909111.86,2083585.421,hfq
600031.SH,20251010,23.18,23.66,22.88,22.96,23.24,-0.28,-1.2048,822670.82,1911017.39,hfq
600031.SH,20251013,22.0,22.98,21.88,22.87,22.96,-0.09,-0.392,723516.27,1631506.048,hfq
600031.SH,20251014,23.0,24.05,22.85,23.04,22.87,0.17,0.7433,1040051.92,2426088.839,hfq
600031.SH,20251015,23.111,24.0841,23.04,23.78,23.04,0.74,3.2116,885931.8,2067033.474,hfq
600031.SH,20251016,23.7901,24.297,23.5975,23.8915,23.78,0.1115,0.4689,787069.02,1863752.404,hfq
600031.SH,20251017,23.7699,23.7699,22.7359,22.8069,23.8915,-1.0846,-4.5397,759272.8,1731924.431,hfq
600031.SH,20251020,23.1312,23.3846,22.6852,22.7967,22.8068,-0.0102,-0.0444,589945.68,1335934.334,hfq
600031.SH,20251021,22.8981,23.263,22.7359,23.1414,22.7968,0.3447,1.5118,584954.82,1330738.523,hfq
600031.SH,20251022,23.2935,23.6888,23.1009,23.334,23.1414,0.1926,0.8322,715264.1,1649581.863,hfq
600031.SH,20251023,23.1109,23.1413,22.5534,22.9893,23.3339,-0.3447,-1.477,663292.47,1491133.841,hfq
600031.SH,20251024,23.04,23.5975,22.9691,23.2225,22.9894,0.2332,1.0141,483273.84,1110582.848,hfq
600031.SH,20251027,23.2529,23.7901,22.6751,22.8373,23.2225,-0.3852,-1.6587,1027526.25,2345231.316,hfq
600031.SH,20251028,22.8069,22.9083,22.1683,22.2494,22.8373,-0.5879,-2.5743,1315459.82,2904891.556,hfq
600031.SH,20251029,22.2494,22.4825,22.1987,22.4217,22.2494,0.1723,0.7745,519559.06,1144951.991,hfq
600031.SH,20251030,22.5839,23.111,22.5433,22.817,22.4217,0.3953,1.7631,932832.63,2106141.612,hfq
600031.SH,20251031,22.8677,22.9488,22.442,22.442,22.817,-0.375,-1.6437,712946.73,1592066.01,hfq
600031.SH,20251103,22.4825,22.6649,22.0162,22.1784,22.4419,-0.2636,-1.1743,518531.09,1136319.147,hfq
600031.SH,20251104,22.0973,22.4825,21.8743,22.0061,22.1784,-0.1723,-0.777,515388.24,1126599.709,hfq
600031.SH,20251105,21.9047,22.2291,21.6006,22.1176,22.0061,0.1115,0.5067,486044.94,1049851.764,hfq
600031.SH,20251106,22.2392,22.4825,22.0162,22.2899,22.1176,0.1723,0.7791,478563.2,1053084.951,hfq
600031.SH,20251107,22.3204,22.6346,22.1075,22.4319,22.29,0.142,0.6367,539448.33,1192491.322,hfq
600031.SH,20251110,22.3001,22.3001,21.1344,21.4182,22.4318,-1.0137,-4.5188,1316993.36,2790086.702,hfq
600031.SH,20251111,21.4385,21.7122,21.1648,21.1952,21.4182,-0.223,-1.0412,562579.89,1181753.269,hfq
600031.SH,20251112,21.1952,21.2358,20.8912,20.9317,21.1952,-0.2635,-1.2434,441021.73,914681.019,hfq
600031.SH,20251113,20.9418,21.2154,20.81,21.1749,20.9316,0.2432,1.1622,469008.69,974820.593,hfq
600031.SH,20251114,21.1648,21.3371,20.9317,20.9418,21.1749,-0.2331,-1.101,410212.09,854378.967,hfq
600031.SH,20251117,20.9216,20.9216,20.6377,20.8506,20.9418,-0.0912,-0.4356,435497.46,892787.966,hfq
600031.SH,20251118,20.8505,21.5702,20.8201,21.1445,20.8505,0.2939,1.4098,760734.58,1593791.719,hfq
600031.SH,20251119,21.2864,21.3168,20.9418,21.0533,21.1445,-0.0912,-0.4314,361003.21,752251.035,hfq
600031.SH,20251120,21.0837,21.408,21.0837,21.1445,21.0533,0.0912,0.4333,376580.62,789125.133,hfq
600031.SH,20251121,20.8911,20.9823,20.4755,20.5363,21.1445,-0.6082,-2.8763,548195.44,1120543.519,hfq
600031.SH,20251124,20.8101,20.9418,20.4857,20.7898,20.5364,0.2535,1.234,383775.93,785169.816,hfq
600031.SH,20251125,20.8506,20.9013,20.658,20.7188,20.7898,-0.071,-0.3413,420172.85,860487.539,hfq
600031.SH,20251126,20.6783,21.327,20.6783,21.1648,20.7188,0.446,2.1526,615895.68,1287294.287,hfq
600031.SH,20251127,21.0837,21.1141,20.3742,20.4046,21.1648,-0.7602,-3.592,767003.76,1559622.909,hfq
600031.SH,20251128,20.3337,20.6377,20.2222,20.5972,20.4046,0.1926,0.9439,422426.01,854876.753,hfq
600031.SH,20251201,20.6579,20.6579,20.2322,20.3944,20.5971,-0.2028,-0.9843,663261.95,1329941.051,hfq
600031.SH,20251202,20.3843,20.5364,20.2627,20.435,20.3945,0.0406,0.1988,507928.25,1022891.993,hfq
600031.SH,20251203,20.5059,20.9215,20.3741,20.6782,20.4349,0.2432,1.1905,633430.64,1292190.733,hfq
600031.SH,20251204,20.6884,21.2763,20.6174,21.256,20.6782,0.5778,2.7941,837912.48,1740963.773,hfq
600031.SH,20251205,21.2256,21.6412,21.185,21.5905,21.256,0.3345,1.5737,819259.8,1735578.568,hfq
600031.SH,20251208,21.7223,21.9251,21.3169,21.5196,21.5906,-0.0709,-0.3286,652898.33,1387091.453,hfq
600031.SH,20251209,21.4385,21.7223,21.327,21.4689,21.5196,-0.0507,-0.2355,414680.64,880482.63,hfq
600031.SH,20251210,21.4587,21.8439,21.3168,21.7628,21.4688,0.2939,1.3692,516531.48,1101970.963,hfq
600031.SH,20251211,21.7426,21.9048,21.3169,21.3777,21.7629,-0.3851,-1.7699,501440.32,1065449.732,hfq
600031.SH,20251212,21.479,21.6818,21.3777,21.6108,21.3777,0.2331,1.0906,533301.51,1133708.872,hfq
600031.SH,20251215,21.6007,21.8642,21.3473,21.3574,21.6108,-0.2534,-1.1726,446771.39,953351.18,hfq
600031.SH,20251216,21.327,21.327,20.9013,21.0432,21.3574,-0.3142,-1.4713,420097.14,871662.049,hfq
600031.SH,20251217,21.0736,21.479,20.9114,21.3574,21.0432,0.3142,1.4933,482588.08,1009487.661,hfq
600031.SH,20251218,21.1851,21.469,20.9824,21.2865,21.3575,-0.0709,-0.3322,388530.47,814278.686,hfq
600031.SH,20251219,21.2763,21.7932,21.2357,21.5297,21.2864,0.2432,1.1429,522373.37,1112538.57,hfq
600031.SH,20251222,21.5906,21.6717,21.1446,21.175,21.5298,-0.3547,-1.6478,580599.8,1217614.338,hfq
600031.SH,20251223,21.1344,21.2155,20.7188,20.9621,21.175,-0.2129,-1.0053,520129.27,1073099.529,hfq
600031.SH,20251224,20.9722,21.1851,20.8404,21.0837,20.9621,0.1216,0.5803,316321.94,656559.45,hfq
600031.SH,20251225,21.0838,21.1446,20.9013,20.952,21.0838,-0.1317,-0.625,325380.96,673161.074,hfq
600031.SH,20251226,20.9114,21.5703,20.881,21.4588,20.952,0.5068,2.419,715799.45,1510717.076,hfq
600031.SH,20251229,21.469,21.4892,20.9317,21.0027,21.4588,-0.4561,-2.1256,650952.51,1359665.248,hfq
600031.SH,20251230,20.952,21.6412,20.952,21.327,21.0026,0.3243,1.5444,750355.01,1579009.501,hfq
600031.SH,20251231,21.398,21.5399,21.2156,21.4183,21.3271,0.0913,0.4278,403597.13,852648.571,hfq
600031.SH,20260105,21.398,21.6412,21.2966,21.55,21.4182,0.1317,0.6152,775391.32,1644294.32,hfq
600031.SH,20260106,21.5399,22.3001,21.4994,22.1785,21.55,0.6285,2.9163,877272.41,1908331.973,hfq
600031.SH,20260107,22.1784,22.2494,21.9149,22.0264,22.1784,-0.1521,-0.6856,585279.99,1271827.413,hfq
600031.SH,20260108,22.0163,22.1278,21.6007,21.7223,22.0264,-0.3041,-1.3806,517761.71,1112300.811,hfq
600031.SH,20260109,21.8642,22.6853,21.8642,22.5839,21.7223,0.8616,3.9664,1104154.56,2443638.447,hfq
600031.SH,20260112,22.6245,23.0097,22.361,22.8678,22.584,0.2839,1.2567,934560.38,2101257.522,hfq
600031.SH,20260113,23.0097,23.2631,22.584,22.9286,22.8678,0.0608,0.266,934790.14,2109570.51,hfq
600031.SH,20260114,22.9286,23.1009,22.3204,22.5434,22.9286,-0.3852,-1.6799,932308.01,2085127.43,hfq
600031.SH,20260115,22.4522,22.7462,22.3509,22.5536,22.5435,0.0102,0.045,570391.85,1270363.794,hfq
600031.SH,20260116,22.4927,22.8475,22.3102,22.4116,22.5535,-0.142,-0.6292,684874.1,1522528.863,hfq
600031.SH,20260119,22.2799,22.5738,22.1886,22.4015,22.4116,-0.0101,-0.0452,716854.11,1580368.404,hfq
600031.SH,20260120,22.5029,22.9388,22.432,22.8577,22.4016,0.4562,2.0362,1004541.43,2252050.655,hfq
600031.SH,20260121,22.8374,23.1314,22.7158,22.8881,22.8577,0.0304,0.133,798546.38,1803543.539,hfq
600031.SH,20260122,22.9185,22.9996,22.655,22.9185,22.8881,0.0304,0.1329,642589.26,1449180.248,hfq
600031.SH,20260123,23.0198,23.5469,22.9286,23.2935,22.9185,0.375,1.6364,993901.05,2289537.684,hfq
600031.SH,20260126,23.3442,23.7395,23.1111,23.3645,23.2935,0.071,0.3046,992022.3,2292568.807,hfq
600031.SH,20260127,23.3544,23.6382,22.9895,23.1415,23.3645,-0.223,-0.9544,766376.85,1762462.323,hfq
600031.SH,20260128,23.0908,23.0908,22.4826,22.5536,23.1415,-0.5879,-2.5405,1092572.24,2446751.982,hfq
600031.SH,20260129,22.7563,22.7563,22.0468,22.4218,22.5536,-0.1318,-0.5843,957326.3,2106219.723,hfq
600031.SH,20260130,22.3812,22.5636,22.0061,22.219,22.4217,-0.2028,-0.9042,622327.06,1366315.676,hfq
600031.SH,20260202,22.3306,22.3407,21.5906,21.6717,22.2191,-0.5473,-2.4635,615282.19,1331593.053,hfq
600031.SH,20260203,21.7427,23.4253,21.7325,23.3949,21.6717,1.7232,7.9514,1312056.73,2942325.164,hfq
600031.SH,20260204,23.2225,23.6178,23.111,23.5773,23.3948,0.1824,0.7799,859732.56,1988180.784,hfq
600031.SH,20260205,23.5672,23.7193,23.3341,23.5875,23.5774,0.0102,0.043,682882.74,1586163.932,hfq
600031.SH,20260206,23.3645,23.6077,23.2023,23.2935,23.5875,-0.294,-1.2462,477209.74,1102389.059,hfq
600031.SH,20260209,23.699,24.2362,23.5773,23.9017,23.2935,0.6082,2.611,725567.05,1714567.148,hfq
600031.SH,20260210,24.0031,24.1856,23.6585,24.1045,23.9018,0.2028,0.8482,603072.03,1428750.527,hfq
600031.SH,20260211,24.1653,24.591,24.0234,24.2464,24.1045,0.1419,0.5887,680064.56,1629492.376,hfq
600031.SH,20260212,24.3173,24.4085,24.0132,24.2869,24.2464,0.0405,0.1672,476174.72,1137666.209,hfq
600031.SH,20260213,24.0841,24.1855,23.3847,23.4354,24.2869,-0.8515,-3.5058,591021.38,1376226.093,hfq
600031.SH,20260224,23.6382,24.5403,23.3341,24.2768,23.4355,0.8414,3.59,805322.65,1919667.431,hfq
600031.SH,20260225,24.2768,24.6214,24.2058,24.3072,24.2768,0.0304,0.1253,626306.32,1508227.285,hfq
600031.SH,20260226,24.2869,24.3173,23.5672,23.6686,24.3072,-0.6386,-2.6272,557225.69,1308619.535,hfq
600031.SH,20260227,23.7599,23.9119,23.3443,23.4659,23.6686,-0.2027,-0.8565,532364.87,1236986.757,hfq
600031.SH,20260302,23.3138,23.6889,23.0807,23.2834,23.4659,-0.1825,-0.7775,547965.98,1263504.968,hfq
600031.SH,20260303,23.4456,23.5774,22.3002,22.4928,23.2834,-0.7906,-3.3957,871914.66,1951778.518,hfq
600031.SH,20260304,22.3002,22.6245,22.067,22.3103,22.4928,-0.1825,-0.8112,510118.03,1120708.562,hfq
600031.SH,20260305,22.5638,23.0402,22.2597,22.3813,22.3103,0.071,0.318,649320.98,1446539.791,hfq
600031.SH,20260306,22.4218,22.5029,22.1076,22.3306,22.3813,-0.0507,-0.2264,659719.3,1450350.073,hfq
600031.SH,20260309,21.9658,21.9759,21.1143,21.5603,22.3307,-0.7703,-3.4498,888106.46,1881735.763,hfq
600031.SH,20260310,21.9454,22.5637,21.8745,22.361,21.5602,0.8007,3.7142,769123.66,1687923.113,hfq
600031.SH,20260311,22.6043,22.6448,22.0366,22.5536,22.361,0.1926,0.8613,637707.97,1408130.702,hfq
600031.SH,20260312,22.4016,22.4421,21.398,21.8035,22.5536,-0.7501,-3.3258,1037122.65,2227862.691,hfq
600031.SH,20260313,21.6819,21.986,21.5602,21.5805,21.8035,-0.223,-1.0228,568707.19,1222612.283,hfq
600031.SH,20260316,21.5602,21.5805,21.0129,21.1345,21.5805,-0.446,-2.0667,718456.67,1499489.788,hfq
600031.SH,20260317,21.2764,21.5096,21.0433,21.0433,21.1345,-0.0912,-0.4317,551206.33,1154245.342,hfq
600031.SH,20260318,21.1041,21.1447,20.5466,20.9825,21.0433,-0.0608,-0.289,638749.52,1309547.984,hfq
600031.SH,20260319,20.7189,20.7392,19.908,20.0296,20.9824,-0.9529,-4.5411,1036470.65,2066894.389,hfq
600031.SH,20260320,20.1311,20.1818,19.6952,19.6952,20.0297,-0.3344,-1.67,622432.62,1224062.511,hfq
600031.SH,20260323,19.2795,19.4721,18.7018,18.9045,19.6951,-0.7907,-4.0144,1009948.64,1898184.14,hfq
600031.SH,20260324,19.0566,19.4621,18.9755,19.3911,18.9045,0.4866,2.5737,699908.77,1327036.64,hfq
600031.SH,20260325,19.7661,20.131,19.6951,19.9992,19.391,0.6081,3.1364,711148.83,1402196.37,hfq
600031.SH,20260326,19.9688,20.0093,19.4316,19.5228,19.9992,-0.4764,-2.3822,418747.69,811711.754,hfq
600031.SH,20260327,19.2897,19.5533,19.2289,19.4215,19.5229,-0.1013,-0.5192,553015.41,1058531.771,hfq
600031.SH,20260330,19.0667,19.2593,18.864,19.1275,19.4215,-0.294,-1.5136,650713.45,1223161.848,hfq
600031.SH,20260331,19.2593,20.0702,19.2188,19.4823,19.1275,0.3548,1.8548,1229970.01,2389497.732,hfq
600031.SH,20260401,20.0803,20.6074,19.9587,20.577,19.4823,1.0947,5.6191,1304141.26,2619102.533,hfq
600031.SH,20260402,20.3946,20.6581,20.1209,20.3439,20.577,-0.2331,-1.133,686695.21,1378866.735,hfq
600031.SH,20260403,20.3439,20.6176,20.1006,20.1513,20.3439,-0.1926,-0.9467,497320.27,996047.457,hfq
600031.SH,20260407,20.1918,20.2931,19.7153,19.7863,20.1512,-0.365,-1.8109,579244.87,1133270.644,hfq
600031.SH,20260408,20.4756,21.2257,20.4756,21.1446,19.7863,1.3583,6.8648,1190927.26,2470450.001,hfq
600031.SH,20260409,20.9824,21.1345,20.8507,20.9419,21.1446,-0.2027,-0.9588,540801.97,1119629.754,hfq
600031.SH,20260410,21.1953,21.2764,20.9216,20.9419,20.9419,0.0,0.0,539004.16,1119562.734,hfq
600031.SH,20260413,20.8304,21.0128,20.5973,20.6378,20.9419,-0.3041,-1.4521,616292.62,1260231.972,hfq
600031.SH,20260414,20.8608,21.2358,20.8608,21.1446,20.6378,0.5068,2.4558,716221.24,1489038.915,hfq
600031.SH,20260415,21.246,21.4284,20.9216,20.9419,21.1446,-0.2027,-0.9588,618819.86,1290242.349,hfq
600031.SH,20260416,21.0027,21.246,20.4857,20.6682,20.9419,-0.2737,-1.3069,821411.23,1681022.008,hfq
600031.SH,20260417,20.7493,20.7493,20.1918,20.4351,20.6682,-0.2331,-1.128,684374.27,1375755.108,hfq
600031.SH,20260420,20.354,20.3945,19.9789,20.1918,20.4351,-0.2433,-1.1905,712121.62,1412403.374,hfq
600031.SH,20260421,20.2627,20.3945,20.0803,20.2019,20.1918,0.0101,0.0502,586770.25,1171701.386,hfq
600031.SH,20260422,20.2121,20.3033,19.8776,20.0499,20.2019,-0.152,-0.7526,707755.89,1400654.427,hfq
600031.SH,20260423,19.989,20.1309,19.7863,19.8674,20.0499,-0.1825,-0.91,549815.77,1080003.21,hfq
600031.SH,20260424,19.766,19.9282,19.5734,19.7863,19.8674,-0.0811,-0.4082,458867.7,894893.478,hfq
600031.SH,20260427,19.8572,19.9079,19.6646,19.766,19.7863,-0.0203,-0.1025,471767.79,920835.108,hfq
600031.SH,20260428,19.8167,20.6682,19.7559,20.4148,19.7661,0.6488,3.2821,1320248.61,2650422.134,hfq
600031.SH,20260429,20.3438,20.7797,20.3438,20.7797,20.4148,0.3649,1.7875,992099.46,2014592.662,hfq
600031.SH,20260430,20.3439,21.0636,20.2527,20.6277,20.7797,-0.152,-0.7317,1222163.99,2499534.461,hfq
600031.SH,20260506,20.8811,21.3372,20.5871,21.1953,20.6277,0.5676,2.7518,1494789.28,3092040.004,hfq
600031.SH,20260507,21.3068,21.3879,21.0129,21.2663,21.1953,0.071,0.3348,1015328.53,2126641.85,hfq
600031.SH,20260508,21.1851,21.1851,20.5871,20.8101,21.2662,-0.4562,-2.1449,1072760.39,2196428.057,hfq
600031.SH,20260511,21.692,22.7867,21.692,22.138,20.8101,1.3279,6.3809,2357329.47,5168611.445,hfq
600031.SH,20260512,21.9859,22.0873,21.5399,21.6514,22.1379,-0.4866,-2.1978,1081555.56,2318942.926,hfq
600031.SH,20260513,21.4892,21.7528,21.3169,21.6818,21.6514,0.0304,0.1404,861020.11,1836546.448,hfq
600031.SH,20260514,21.6717,21.844,20.8811,20.8912,21.6818,-0.7906,-3.6466,839832.69,1758397.339,hfq
600031.SH,20260515,20.881,21.2662,20.6276,20.7391,20.8911,-0.1521,-0.7278,861001.06,1772233.321,hfq
600031.SH,20260518,20.6783,20.6783,19.472,19.6545,20.7391,-1.0846,-5.2297,1158028.96,2269724.155,hfq
600031.SH,20260519,19.7863,19.8268,19.2592,19.5734,19.6545,-0.0811,-0.4126,755236.67,1450043.1,hfq
600031.SH,20260520,19.5836,19.9789,19.2491,19.6647,19.5735,0.0913,0.4661,719779.12,1389019.536,hfq
600031.SH,20260521,19.7661,20.283,19.1984,19.2187,19.6647,-0.446,-2.268,1251116.7,2442967.253,hfq
600031.SH,20260522,19.5633,19.5633,19.0565,19.2187,19.2187,0.0,0.0,672576.79,1272983.0,hfq
600031.SH,20260525,19.3707,19.7052,18.945,19.0869,19.2187,-0.1318,-0.6857,727837.6,1377019.641,hfq
600031.SH,20260526,19.0362,19.391,18.8335,19.1376,19.0869,0.0507,0.2655,1111605.4,2097719.55,hfq
600031.SH,20260527,19.1376,19.1376,18.3976,18.722,19.1376,-0.4156,-2.1716,1150939.46,2120995.217,hfq
600031.SH,20260528,18.6713,18.6814,17.8908,18.1442,18.722,-0.5778,-3.0861,1042509.19,1867619.313,hfq
600031.SH,20260529,18.1341,18.8031,18.1341,18.1848,18.1443,0.0406,0.2235,1341989.8,2435333.117,hfq
600031.SH,20260601,18.1543,18.4787,17.6171,18.3165,18.1847,0.1317,0.7246,1312840.17,2341229.119,hfq
600031.SH,20260602,18.2456,18.6105,17.901,18.3875,18.3165,0.071,0.3874,885397.55,1594117.604,hfq
600031.SH,20260603,18.357,18.58,18.0428,18.205,18.3875,-0.1825,-0.9923,780235.16,1410122.175,hfq
600031.SH,20260604,18.1442,18.6409,18.0631,18.3875,18.205,0.1825,1.0022,939872.76,1705617.571,hfq
600031.SH,20260605,18.5496,19.1781,18.4483,18.9044,18.3874,0.5169,2.8115,1364928.0,2538960.689,hfq
600031.SH,20260608,19.2592,20.2627,19.2592,19.7762,18.9045,0.8718,4.6113,2301728.08,4495822.886,hfq
600031.SH,20260609,19.8573,20.2019,19.4113,20.1918,19.7762,0.4156,2.1015,1428996.33,2813424.221,hfq
600031.SH,20260610,20.1918,20.2628,18.9349,19.1072,20.1918,-1.0846,-5.3715,1254176.11,2396779.068,hfq
600031.SH,20260611,18.8639,18.945,18.2456,18.4686,19.1072,-0.6386,-3.3422,934073.97,1701857.048,hfq
600031.SH,20260612,18.651,19.4822,18.651,19.168,18.4686,0.6994,3.787,1130549.55,2135482.986,hfq
600031.SH,20260615,19.5836,20.1613,19.2592,19.4518,19.168,0.2838,1.4807,920636.68,1782373.332,hfq
600031.SH,20260616,19.4822,19.5734,18.8436,18.9044,19.4518,-0.5474,-2.814,902311.27,1702413.83,hfq
600031.SH,20260617,18.8031,19.1883,18.7017,19.168,18.9045,0.2636,1.3941,705380.58,1322835.921,hfq
600031.SH,20260618,19.0666,19.1477,18.5395,18.6206,19.168,-0.5474,-2.8556,772657.65,1429464.03,hfq
600031.SH,20260622,18.5496,19.249,18.1543,19.2085,18.6206,0.5879,3.1573,1016095.64,1878903.982,hfq
600031.SH,20260623,19.1376,19.239,18.2253,18.2963,19.2086,-0.9122,-4.7493,1007843.12,1851337.05,hfq
